year,qtr,state,cnty,own,naics,naics3,naics4,naics5,naics_sector,super_sector,m1emp,m2emp,m3emp,wage,can_agg,rectype,filenumber,primary_key
2016,1,01,029,5,484230,484,4842,48423,48,1021,2,2,2,12,Y,C,1,9104
2016,1,01,029,5,522291,522,5222,52229,52,1023,2,4,5,15,Y,C,1,9105
2016,1,01,029,5,522298,522,5222,52229,52,1023,2,3,4,14,Y,C,1,9106
2016,1,01,029,5,531110,531,5311,53111,53,1023,27,16,4,14,Y,C,1,9107
2016,1,01,029,5,531110,531,5311,53111,53,1023,20,12,3,13,Y,C,1,9108
2016,1,01,029,5,531120,531,5311,53112,53,1023,0,0,0,10,Y,C,1,9109
2016,1,01,029,5,531120,531,5311,53112,53,1023,0,0,0,10,Y,C,1,9110
2016,1,01,029,5,541213,541,5412,54121,54,1024,1,0,0,10,Y,C,1,9111
2016,1,01,029,5,541219,541,5412,54121,54,1024,4,5,2,12,Y,C,1,9112
2016,1,01,029,5,561720,561,5617,56172,56,1024,11,4,1,11,Y,C,1,9113
2016,1,01,029,5,561720,561,5617,56172,56,1024,6,3,0,10,Y,C,1,9114
2016,1,01,029,5,561730,561,5617,56173,56,1024,24,16,5,15,Y,C,1,9115
2016,1,01,029,5,722511,722,7225,72251,72,1026,25,17,6,16,Y,C,1,9116
2016,1,01,029,5,722511,722,7225,72251,72,1026,3,5,1,11,Y,C,1,9117
2016,1,01,029,5,722513,722,7225,72251,72,1026,19,22,20,30,Y,C,1,9118
2016,1,01,029,5,722513,722,7225,72251,72,1026,43,41,43,53,Y,C,1,9119
2016,1,01,029,5,722513,722,7225,72251,72,1026,5,7,6,16,Y,C,1,9120
2016,1,01,029,5,722513,722,7225,72251,72,1026,10,8,8,18,Y,C,1,9121
2016,1,01,029,5,722513,722,7225,72251,72,1026,9,8,13,23,Y,C,1,9122
2016,1,01,029,5,811111,811,8111,81111,81,1027,5,6,5,15,Y,C,1,9123
2016,1,01,029,5,811111,811,8111,81111,81,1027,3,3,3,13,Y,C,1,9124
2016,1,01,029,5,811111,811,8111,81111,81,1027,2,3,2,12,Y,C,1,9125
2016,1,01,029,5,811121,811,8111,81112,81,1027,5,5,6,16,Y,C,1,9126
2016,1,01,029,5,811121,811,8111,81112,81,1027,14,15,16,26,Y,C,1,9127
2016,1,01,029,5,811121,811,8111,81112,81,1027,5,6,7,17,Y,C,1,9128
2016,1,01,029,5,811122,811,8111,81112,81,1027,1,1,0,10,Y,C,1,9129
2016,1,01,031,5,236115,236,2361,23611,23,1012,1,1,1,11,Y,C,1,9130
2016,1,01,031,5,236115,236,2361,23611,23,1012,2,2,2,12,Y,C,1,9131
2016,1,01,031,5,236115,236,2361,23611,23,1012,1,1,1,11,Y,C,1,9132
2016,1,01,031,5,236115,236,2361,23611,23,1012,1,1,1,11,Y,C,1,9133
2016,1,01,031,5,236115,236,2361,23611,23,1012,3,3,3,13,Y,C,1,9134
2016,1,01,031,5,236115,236,2361,23611,23,1012,3,2,2,12,Y,C,1,9135
2016,1,01,031,5,236115,236,2361,23611,23,1012,5,5,5,15,Y,C,1,9136
2016,1,01,031,5,236115,236,2361,23611,23,1012,3,3,3,13,Y,C,1,9137
2016,1,01,031,5,236115,236,2361,23611,23,1012,1,1,1,11,Y,C,1,9138
2016,1,01,031,5,236115,236,2361,23611,23,1012,3,4,3,13,Y,C,1,9139
2016,1,01,031,5,236116,236,2361,23611,23,1012,2,3,4,14,Y,C,1,9140
2016,1,01,031,5,236117,236,2361,23611,23,1012,1,1,1,11,Y,C,1,9141
2016,1,01,031,5,236117,236,2361,23611,23,1012,1,1,1,11,Y,C,1,9142
2016,1,01,031,5,236117,236,2361,23611,23,1012,1,1,1,11,Y,C,1,9143
2016,1,01,031,5,236117,236,2361,23611,23,1012,3,4,4,14,Y,C,1,9144
2016,1,01,031,5,236117,236,2361,23611,23,1012,1,1,1,11,Y,C,1,9145
2016,1,01,031,5,236118,236,2361,23611,23,1012,1,1,1,11,Y,C,1,9146
2016,1,01,031,5,236118,236,2361,23611,23,1012,1,1,1,11,Y,C,1,9147
2016,1,01,031,5,236118,236,2361,23611,23,1012,2,2,2,12,Y,C,1,9148
2016,1,01,031,5,236118,236,2361,23611,23,1012,2,2,2,12,Y,C,1,9149
2016,1,01,031,5,236118,236,2361,23611,23,1012,1,1,1,11,Y,C,1,9150
2016,1,01,031,5,236118,236,2361,23611,23,1012,1,1,1,11,Y,C,1,9151
2016,1,01,031,5,236118,236,2361,23611,23,1012,1,1,2,12,Y,C,1,9152
2016,1,01,031,5,236118,236,2361,23611,23,1012,1,1,1,11,Y,C,1,9153
2016,1,01,031,5,236118,236,2361,23611,23,1012,1,1,2,12,Y,C,1,9154
2016,1,01,031,5,236118,236,2361,23611,23,1012,3,3,3,13,Y,C,1,9155
2016,1,01,031,5,236210,236,2362,23621,23,1012,5,2,2,12,Y,C,1,9156
2016,1,01,031,5,236220,236,2362,23622,23,1012,0,1,2,12,Y,C,1,9157
2016,1,01,031,5,236220,236,2362,23622,23,1012,3,1,2,12,Y,C,1,9158
2016,1,01,031,5,236220,236,2362,23622,23,1012,7,7,8,18,Y,C,1,9159
2016,1,01,031,5,236220,236,2362,23622,23,1012,9,10,8,18,Y,C,1,9160
2016,1,01,031,5,236220,236,2362,23622,23,1012,4,6,5,15,Y,C,1,9161
2016,1,01,031,5,237110,237,2371,23711,23,1012,1,1,1,11,Y,C,1,9162
2016,1,01,031,5,237110,237,2371,23711,23,1012,3,3,3,13,Y,C,1,9163
2016,1,01,031,5,237110,237,2371,23711,23,1012,2,2,3,13,Y,C,1,9164
2016,1,01,031,5,237110,237,2371,23711,23,1012,7,8,7,17,Y,C,1,9165
2016,1,01,031,5,237120,237,2371,23712,23,1012,7,7,7,17,Y,C,1,9166
2016,1,01,031,5,237130,237,2371,23713,23,1012,1,1,1,11,Y,C,1,9167
2016,1,01,031,5,238110,238,2381,23811,23,1012,3,4,4,14,Y,C,1,9168
2016,1,01,031,5,238110,238,2381,23811,23,1012,4,5,5,15,Y,C,1,9169
2016,1,01,031,5,238130,238,2381,23813,23,1012,5,7,9,19,Y,C,1,9170
2016,1,01,031,5,238140,238,2381,23814,23,1012,4,6,9,19,Y,C,1,9171
2016,1,01,031,5,238160,238,2381,23816,23,1012,8,9,9,19,Y,C,1,9172
2016,1,01,031,5,238170,238,2381,23817,23,1012,1,1,1,11,Y,C,1,9173
2016,1,01,031,5,238170,238,2381,23817,23,1012,1,1,1,11,Y,C,1,9174
2016,1,01,031,5,238210,238,2382,23821,23,1012,11,11,11,21,Y,C,1,9175
2016,1,01,031,5,238210,238,2382,23821,23,1012,6,7,7,17,Y,C,1,9176
2016,1,01,031,5,238210,238,2382,23821,23,1012,21,23,25,35,Y,C,1,9177
2016,1,01,031,5,238210,238,2382,23821,23,1012,14,18,21,31,Y,C,1,9178
2016,1,01,031,5,238220,238,2382,23822,23,1012,4,3,5,15,Y,C,1,9179
2016,1,01,031,5,238220,238,2382,23822,23,1012,15,16,16,26,Y,C,1,9180
2016,1,01,031,5,238220,238,2382,23822,23,1012,4,6,6,16,Y,C,1,9181
2016,1,01,031,5,238220,238,2382,23822,23,1012,10,9,8,18,Y,C,1,9182
2016,1,01,031,5,238220,238,2382,23822,23,1012,11,13,16,26,Y,C,1,9183
2016,1,01,031,5,238220,238,2382,23822,23,1012,17,16,18,28,Y,C,1,9184
2016,1,01,031,5,238220,238,2382,23822,23,1012,4,4,4,14,Y,C,1,9185
2016,1,01,031,5,238220,238,2382,23822,23,1012,10,13,15,25,Y,C,1,9186
2016,1,01,031,5,238220,238,2382,23822,23,1012,5,5,6,16,Y,C,1,9187
2016,1,01,031,5,238220,238,2382,23822,23,1012,9,9,11,21,Y,C,1,9188
2016,1,01,031,5,238220,238,2382,23822,23,1012,8,9,11,21,Y,C,1,9189
2016,1,01,031,5,238310,238,2383,23831,23,1012,3,4,5,15,Y,C,1,9190
2016,1,01,031,5,238320,238,2383,23832,23,1012,1,0,0,10,Y,C,1,9191
2016,1,01,031,5,238320,238,2383,23832,23,1012,0,1,2,12,Y,C,1,9192
2016,1,01,031,5,238320,238,2383,23832,23,1012,0,0,1,11,Y,C,1,9193
2016,1,01,031,5,238330,238,2383,23833,23,1012,1,1,1,11,Y,C,1,9194
2016,1,01,031,5,238330,238,2383,23833,23,1012,1,1,0,10,Y,C,1,9195
2016,1,01,031,5,238330,238,2383,23833,23,1012,2,2,2,12,Y,C,1,9196
2016,1,01,031,5,238330,238,2383,23833,23,1012,1,1,1,11,Y,C,1,9197
2016,1,01,031,5,238340,238,2383,23834,23,1012,1,4,4,14,Y,C,1,9198
2016,1,01,031,5,238910,238,2389,23891,23,1012,4,6,5,15,Y,C,1,9199
2016,1,01,031,5,238910,238,2389,23891,23,1012,2,4,3,13,Y,C,1,9200
2016,1,01,031,5,238910,238,2389,23891,23,1012,6,6,6,16,Y,C,1,9201
2016,1,01,031,5,238910,238,2389,23891,23,1012,3,3,3,13,Y,C,1,9202
2016,1,01,031,5,238910,238,2389,23891,23,1012,5,5,6,16,Y,C,1,9203
2016,1,01,031,5,238910,238,2389,23891,23,1012,4,4,4,14,Y,C,1,9204
2016,1,01,031,5,238910,238,2389,23891,23,1012,2,2,2,12,Y,C,1,9205
2016,1,01,031,5,238990,238,2389,23899,23,1012,1,2,2,12,Y,C,1,9206
2016,1,01,031,5,238990,238,2389,23899,23,1012,4,4,6,16,Y,C,1,9207
2016,1,01,031,5,238990,238,2389,23899,23,1012,1,4,2,12,Y,C,1,9208
2016,1,01,031,5,311612,311,3116,31161,31,1013,71,63,54,64,Y,C,1,9209
2016,1,01,031,5,311615,311,3116,31161,31,1013,803,745,686,696,Y,C,1,9210
2016,1,01,031,5,311615,311,3116,31161,31,1013,1073,990,907,917,Y,C,1,9211
2016,1,01,031,5,323111,323,3231,32311,32,1013,0,0,0,10,Y,C,1,9212
2016,1,01,031,5,323111,323,3231,32311,32,1013,0,0,0,10,Y,C,1,9213
2016,1,01,031,5,323113,323,3231,32311,32,1013,4,4,5,15,Y,C,1,9214
2016,1,01,031,5,323113,323,3231,32311,32,1013,3,4,4,14,Y,C,1,9215
2016,1,01,031,5,326220,326,3262,32622,32,1013,70,57,42,52,Y,C,1,9216
2016,1,01,031,5,326220,326,3262,32622,32,1013,101,78,57,67,Y,C,1,9217
2016,1,01,031,5,326299,326,3262,32629,32,1013,488,385,280,290,Y,C,1,9218
2016,1,01,031,5,332312,332,3323,33231,33,1013,10,9,9,19,Y,C,1,9219
2016,1,01,031,5,332322,332,3323,33232,33,1013,2,2,2,12,Y,C,1,9220
2016,1,01,031,5,332323,332,3323,33232,33,1013,108,104,99,109,Y,C,1,9221
2016,1,01,031,5,336212,336,3362,33621,33,1013,281,298,312,322,Y,C,1,9222
2016,1,01,031,5,336212,336,3362,33621,33,1013,207,197,187,197,Y,C,1,9223
2016,1,01,031,5,336214,336,3362,33621,33,1013,1,0,0,10,Y,C,1,9224
2016,1,01,031,5,423110,423,4231,42311,42,1021,2,1,1,11,Y,C,1,9225
2016,1,01,031,5,423120,423,4231,42312,42,1021,38,23,9,19,Y,C,1,9226
2016,1,01,031,5,423820,423,4238,42382,42,1021,8,8,7,17,Y,C,1,9227
2016,1,01,031,5,423830,423,4238,42383,42,1021,7,6,6,16,Y,C,1,9228
2016,1,01,031,5,423830,423,4238,42383,42,1021,11,12,12,22,Y,C,1,9229
2016,1,01,031,5,423830,423,4238,42383,42,1021,6,6,6,16,Y,C,1,9230
2016,1,01,031,5,423840,423,4238,42384,42,1021,1,0,0,10,Y,C,1,9231
2016,1,01,031,5,424430,424,4244,42443,42,1021,10,10,9,19,Y,C,1,9232
2016,1,01,031,5,424470,424,4244,42447,42,1021,85,91,99,109,Y,C,1,9233
2016,1,01,031,5,424490,424,4244,42449,42,1021,9,9,9,19,Y,C,1,9234
2016,1,01,031,5,424520,424,4245,42452,42,1021,17,15,14,24,Y,C,1,9235
2016,1,01,031,5,424520,424,4245,42452,42,1021,23,21,17,27,Y,C,1,9236
2016,1,01,031,5,424590,424,4245,42459,42,1021,24,18,8,18,Y,C,1,9237
2016,1,01,031,5,424910,424,4249,42491,42,1021,30,39,50,60,Y,C,1,9238
2016,1,01,031,5,424930,424,4249,42493,42,1021,1,4,0,10,Y,C,1,9239
2016,1,01,031,5,424990,424,4249,42499,42,1021,4,7,9,19,Y,C,1,9240
2016,1,01,031,5,425110,425,4251,42511,42,1021,1,1,1,11,Y,C,1,9241
2016,1,01,031,5,425120,425,4251,42512,42,1021,2,2,2,12,Y,C,1,9242
2016,1,01,031,5,425120,425,4251,42512,42,1021,1,1,1,11,Y,C,1,9243
2016,1,01,031,5,441110,441,4411,44111,44,1021,81,75,74,84,Y,C,1,9244
2016,1,01,031,5,441110,441,4411,44111,44,1021,41,39,52,62,Y,C,1,9245
2016,1,01,031,5,441110,441,4411,44111,44,1021,32,38,35,45,Y,C,1,9246
2016,1,01,031,5,441110,441,4411,44111,44,1021,14,11,14,24,Y,C,1,9247
2016,1,01,031,5,441110,441,4411,44111,44,1021,34,32,45,55,Y,C,1,9248
2016,1,01,031,5,441110,441,4411,44111,44,1021,32,40,28,38,Y,C,1,9249
2016,1,01,031,5,441110,441,4411,44111,44,1021,40,37,34,44,Y,C,1,9250
2016,1,01,031,5,441110,441,4411,44111,44,1021,13,14,13,23,Y,C,1,9251
2016,1,01,031,5,441110,441,4411,44111,44,1021,29,28,29,39,Y,C,1,9252
2016,1,01,031,5,441110,441,4411,44111,44,1021,13,10,9,19,Y,C,1,9253
2016,1,01,031,5,441110,441,4411,44111,44,1021,19,17,18,28,Y,C,1,9254
2016,1,01,031,5,441110,441,4411,44111,44,1021,45,46,40,50,Y,C,1,9255
2016,1,01,031,5,441120,441,4411,44112,44,1021,4,3,3,13,Y,C,1,9256
2016,1,01,031,5,441120,441,4411,44112,44,1021,2,2,2,12,Y,C,1,9257
2016,1,01,031,5,441120,441,4411,44112,44,1021,3,3,3,13,Y,C,1,9258
2016,1,01,031,5,441120,441,4411,44112,44,1021,4,2,3,13,Y,C,1,9259
2016,1,01,031,5,441120,441,4411,44112,44,1021,6,6,7,17,Y,C,1,9260
2016,1,01,031,5,441120,441,4411,44112,44,1021,8,7,7,17,Y,C,1,9261
2016,1,01,031,5,441120,441,4411,44112,44,1021,4,3,4,14,Y,C,1,9262
2016,1,01,031,5,441120,441,4411,44112,44,1021,1,1,1,11,Y,C,1,9263
2016,1,01,031,5,441120,441,4411,44112,44,1021,3,3,2,12,Y,C,1,9264
2016,1,01,031,5,441120,441,4411,44112,44,1021,4,5,5,15,Y,C,1,9265
2016,1,01,031,5,441120,441,4411,44112,44,1021,3,3,3,13,Y,C,1,9266
2016,1,01,031,5,441120,441,4411,44112,44,1021,1,1,1,11,Y,C,1,9267
2016,1,01,031,5,441120,441,4411,44112,44,1021,6,4,5,15,Y,C,1,9268
2016,1,01,031,5,441310,441,4413,44131,44,1021,14,12,15,25,Y,C,1,9269
2016,1,01,031,5,441310,441,4413,44131,44,1021,7,7,11,21,Y,C,1,9270
2016,1,01,031,5,441310,441,4413,44131,44,1021,9,9,10,20,Y,C,1,9271
2016,1,01,031,5,441310,441,4413,44131,44,1021,7,8,7,17,Y,C,1,9272
2016,1,01,031,5,441310,441,4413,44131,44,1021,4,5,2,12,Y,C,1,9273
2016,1,01,031,5,441310,441,4413,44131,44,1021,14,16,12,22,Y,C,1,9274
2016,1,01,031,5,441310,441,4413,44131,44,1021,6,8,7,17,Y,C,1,9275
2016,1,01,031,5,441320,441,4413,44132,44,1021,13,12,16,26,Y,C,1,9276
2016,1,01,031,5,441320,441,4413,44132,44,1021,5,6,5,15,Y,C,1,9277
2016,1,01,031,5,441320,441,4413,44132,44,1021,9,8,8,18,Y,C,1,9278
2016,1,01,031,5,441320,441,4413,44132,44,1021,6,7,7,17,Y,C,1,9279
2016,1,01,031,5,441320,441,4413,44132,44,1021,7,7,8,18,Y,C,1,9280
2016,1,01,031,5,441320,441,4413,44132,44,1021,7,5,5,15,Y,C,1,9281
2016,1,01,031,5,442210,442,4422,44221,44,1021,2,2,2,12,Y,C,1,9282
2016,1,01,031,5,442210,442,4422,44221,44,1021,3,4,2,12,Y,C,1,9283
2016,1,01,031,5,442210,442,4422,44221,44,1021,6,4,4,14,Y,C,1,9284
2016,1,01,031,5,442299,442,4422,44229,44,1021,5,6,7,17,Y,C,1,9285
2016,1,01,031,5,443141,443,4431,44314,44,1021,7,7,6,16,Y,C,1,9286
2016,1,01,031,5,443141,443,4431,44314,44,1021,6,7,7,17,Y,C,1,9287
2016,1,01,031,5,443141,443,4431,44314,44,1021,24,21,19,29,Y,C,1,9288
2016,1,01,031,5,443141,443,4431,44314,44,1021,15,14,14,24,Y,C,1,9289
2016,1,01,031,5,443142,443,4431,44314,44,1021,4,3,5,15,Y,C,1,9290
2016,1,01,031,5,443142,443,4431,44314,44,1021,1,3,2,12,Y,C,1,9291
2016,1,01,031,5,443142,443,4431,44314,44,1021,6,7,7,17,Y,C,1,9292
2016,1,01,031,5,443142,443,4431,44314,44,1021,3,5,5,15,Y,C,1,9293
2016,1,01,031,5,444110,444,4441,44411,44,1021,60,63,65,75,Y,C,1,9294
2016,1,01,031,5,444120,444,4441,44412,44,1021,68,50,30,40,Y,C,1,9295
2016,1,01,031,5,444120,444,4441,44412,44,1021,22,15,8,18,Y,C,1,9296
2016,1,01,031,5,444130,444,4441,44413,44,1021,0,0,0,10,Y,C,1,9297
2016,1,01,031,5,444130,444,4441,44413,44,1021,0,0,0,10,Y,C,1,9298
2016,1,01,031,5,444190,444,4441,44419,44,1021,41,29,16,26,Y,C,1,9299
2016,1,01,031,5,444190,444,4441,44419,44,1021,24,14,6,16,Y,C,1,9300
2016,1,01,031,5,444190,444,4441,44419,44,1021,26,18,12,22,Y,C,1,9301
2016,1,01,031,5,444190,444,4441,44419,44,1021,31,25,19,29,Y,C,1,9302
2016,1,01,031,5,444210,444,4442,44421,44,1021,11,8,8,18,Y,C,1,9303
2016,1,01,031,5,444210,444,4442,44421,44,1021,5,7,7,17,Y,C,1,9304
2016,1,01,031,5,444220,444,4442,44422,44,1021,5,3,3,13,Y,C,1,9305
2016,1,01,031,5,444220,444,4442,44422,44,1021,4,4,6,16,Y,C,1,9306
2016,1,01,031,5,444220,444,4442,44422,44,1021,16,16,15,25,Y,C,1,9307
2016,1,01,031,5,444220,444,4442,44422,44,1021,10,8,7,17,Y,C,1,9308
2016,1,01,031,5,444220,444,4442,44422,44,1021,14,13,13,23,Y,C,1,9309
2016,1,01,031,5,445110,445,4451,44511,44,1021,8,5,6,16,Y,C,1,9310
2016,1,01,031,5,445110,445,4451,44511,44,1021,15,17,14,24,Y,C,1,9311
2016,1,01,031,5,445110,445,4451,44511,44,1021,134,117,108,118,Y,C,1,9312
2016,1,01,031,5,445110,445,4451,44511,44,1021,97,75,82,92,Y,C,1,9313
2016,1,01,031,5,445110,445,4451,44511,44,1021,22,22,23,33,Y,C,1,9314
2016,1,01,031,5,445110,445,4451,44511,44,1021,10,10,14,24,Y,C,1,9315
2016,1,01,031,5,445110,445,4451,44511,44,1021,15,18,16,26,Y,C,1,9316
2016,1,01,031,5,445120,445,4451,44512,44,1021,23,12,2,12,Y,C,1,9317
2016,1,01,031,5,445120,445,4451,44512,44,1021,63,34,4,14,Y,C,1,9318
2016,1,01,031,5,446110,446,4461,44611,44,1021,33,32,30,40,Y,C,1,9319
2016,1,01,031,5,446110,446,4461,44611,44,1021,14,17,14,24,Y,C,1,9320
2016,1,01,031,5,446110,446,4461,44611,44,1021,9,7,9,19,Y,C,1,9321
2016,1,01,031,5,446110,446,4461,44611,44,1021,3,1,2,12,Y,C,1,9322
2016,1,01,031,5,446110,446,4461,44611,44,1021,18,16,17,27,Y,C,1,9323
2016,1,01,031,5,446110,446,4461,44611,44,1021,11,12,11,21,Y,C,1,9324
2016,1,01,031,5,446110,446,4461,44611,44,1021,4,6,7,17,Y,C,1,9325
2016,1,01,031,5,446110,446,4461,44611,44,1021,11,11,9,19,Y,C,1,9326
2016,1,01,031,5,446110,446,4461,44611,44,1021,8,12,10,20,Y,C,1,9327
2016,1,01,031,5,446110,446,4461,44611,44,1021,15,14,12,22,Y,C,1,9328
2016,1,01,031,5,446110,446,4461,44611,44,1021,12,11,14,24,Y,C,1,9329
2016,1,01,031,5,446110,446,4461,44611,44,1021,11,8,8,18,Y,C,1,9330
2016,1,01,031,5,446120,446,4461,44612,44,1021,5,5,3,13,Y,C,1,9331
2016,1,01,031,5,446120,446,4461,44612,44,1021,1,1,2,12,Y,C,1,9332
2016,1,01,031,5,446191,446,4461,44619,44,1021,0,1,2,12,Y,C,1,9333
2016,1,01,031,5,446199,446,4461,44619,44,1021,3,6,10,20,Y,C,1,9334
2016,1,01,031,5,446199,446,4461,44619,44,1021,1,2,4,14,Y,C,1,9335
2016,1,01,031,5,446199,446,4461,44619,44,1021,1,3,4,14,Y,C,1,9336
2016,1,01,031,5,446199,446,4461,44619,44,1021,1,1,4,14,Y,C,1,9337
2016,1,01,031,5,447110,447,4471,44711,44,1021,10,8,9,19,Y,C,1,9338
2016,1,01,031,5,447110,447,4471,44711,44,1021,10,9,9,19,Y,C,1,9339
2016,1,01,031,5,447110,447,4471,44711,44,1021,3,5,4,14,Y,C,1,9340
2016,1,01,031,5,447110,447,4471,44711,44,1021,7,5,5,15,Y,C,1,9341
2016,1,01,031,5,447110,447,4471,44711,44,1021,12,10,9,19,Y,C,1,9342
2016,1,01,031,5,447110,447,4471,44711,44,1021,9,7,9,19,Y,C,1,9343
2016,1,01,031,5,447110,447,4471,44711,44,1021,9,11,9,19,Y,C,1,9344
2016,1,01,031,5,447110,447,4471,44711,44,1021,10,9,10,20,Y,C,1,9345
2016,1,01,031,5,447110,447,4471,44711,44,1021,10,11,9,19,Y,C,1,9346
2016,1,01,031,5,447110,447,4471,44711,44,1021,1,1,0,10,Y,C,1,9347
2016,1,01,031,5,447110,447,4471,44711,44,1021,4,5,6,16,Y,C,1,9348
2016,1,01,031,5,447110,447,4471,44711,44,1021,7,5,9,19,Y,C,1,9349
2016,1,01,031,5,447110,447,4471,44711,44,1021,4,5,3,13,Y,C,1,9350
2016,1,01,031,5,447110,447,4471,44711,44,1021,2,3,4,14,Y,C,1,9351
2016,1,01,031,5,447110,447,4471,44711,44,1021,7,7,7,17,Y,C,1,9352
2016,1,01,031,5,447110,447,4471,44711,44,1021,8,9,11,21,Y,C,1,9353
2016,1,01,031,5,447110,447,4471,44711,44,1021,4,5,4,14,Y,C,1,9354
2016,1,01,031,5,447110,447,4471,44711,44,1021,2,1,2,12,Y,C,1,9355
2016,1,01,031,5,447110,447,4471,44711,44,1021,1,3,1,11,Y,C,1,9356
2016,1,01,031,5,447110,447,4471,44711,44,1021,9,11,10,20,Y,C,1,9357
2016,1,01,031,5,447110,447,4471,44711,44,1021,13,11,12,22,Y,C,1,9358
2016,1,01,031,5,447110,447,4471,44711,44,1021,26,26,22,32,Y,C,1,9359
2016,1,01,031,5,447110,447,4471,44711,44,1021,6,8,4,14,Y,C,1,9360
2016,1,01,031,5,447110,447,4471,44711,44,1021,11,10,11,21,Y,C,1,9361
2016,1,01,031,5,447110,447,4471,44711,44,1021,13,13,16,26,Y,C,1,9362
2016,1,01,031,5,447110,447,4471,44711,44,1021,12,13,11,21,Y,C,1,9363
2016,1,01,031,5,447110,447,4471,44711,44,1021,2,1,2,12,Y,C,1,9364
2016,1,01,031,5,447190,447,4471,44719,44,1021,8,6,4,14,Y,C,1,9365
2016,1,01,031,5,448110,448,4481,44811,44,1021,10,8,8,18,Y,C,1,9366
2016,1,01,031,5,448120,448,4481,44812,44,1021,1,1,1,11,Y,C,1,9367
2016,1,01,031,5,448120,448,4481,44812,44,1021,3,2,3,13,Y,C,1,9368
2016,1,01,031,5,448120,448,4481,44812,44,1021,10,11,9,19,Y,C,1,9369
2016,1,01,031,5,448120,448,4481,44812,44,1021,3,2,3,13,Y,C,1,9370
2016,1,01,031,5,448120,448,4481,44812,44,1021,2,4,4,14,Y,C,1,9371
2016,1,01,031,5,448120,448,4481,44812,44,1021,6,6,6,16,Y,C,1,9372
2016,1,01,031,5,448130,448,4481,44813,44,1021,0,0,3,13,Y,C,1,9373
2016,1,01,031,5,448130,448,4481,44813,44,1021,1,2,0,10,Y,C,1,9374
2016,1,01,031,5,448140,448,4481,44814,44,1021,16,13,13,23,Y,C,1,9375
2016,1,01,031,5,448140,448,4481,44814,44,1021,9,9,10,20,Y,C,1,9376
2016,1,01,031,5,448140,448,4481,44814,44,1021,2,2,1,11,Y,C,1,9377
2016,1,01,031,5,448140,448,4481,44814,44,1021,14,13,15,25,Y,C,1,9378
2016,1,01,031,5,448140,448,4481,44814,44,1021,9,11,10,20,Y,C,1,9379
2016,1,01,031,5,448150,448,4481,44815,44,1021,1,0,0,10,Y,C,1,9380
2016,1,01,031,5,448190,448,4481,44819,44,1021,1,1,0,10,Y,C,1,9381
2016,1,01,031,5,451120,451,4511,45112,45,1021,1,0,0,10,Y,C,1,9382
2016,1,01,031,5,451140,451,4511,45114,45,1021,34,21,4,14,Y,C,1,9383
2016,1,01,031,5,452910,452,4529,45291,45,1021,466,432,395,405,Y,C,1,9384
2016,1,01,031,5,452990,452,4529,45299,45,1021,1,1,2,12,Y,C,1,9385
2016,1,01,031,5,452990,452,4529,45299,45,1021,4,5,4,14,Y,C,1,9386
2016,1,01,031,5,452990,452,4529,45299,45,1021,8,7,5,15,Y,C,1,9387
2016,1,01,031,5,452990,452,4529,45299,45,1021,5,6,5,15,Y,C,1,9388
2016,1,01,031,5,452990,452,4529,45299,45,1021,15,16,14,24,Y,C,1,9389
2016,1,01,031,5,452990,452,4529,45299,45,1021,16,16,15,25,Y,C,1,9390
2016,1,01,031,5,452990,452,4529,45299,45,1021,8,6,8,18,Y,C,1,9391
2016,1,01,031,5,452990,452,4529,45299,45,1021,17,15,18,28,Y,C,1,9392
2016,1,01,031,5,452990,452,4529,45299,45,1021,8,8,7,17,Y,C,1,9393
2016,1,01,031,5,452990,452,4529,45299,45,1021,8,10,8,18,Y,C,1,9394
2016,1,01,031,5,452990,452,4529,45299,45,1021,2,1,2,12,Y,C,1,9395
2016,1,01,031,5,452990,452,4529,45299,45,1021,5,5,4,14,Y,C,1,9396
2016,1,01,031,5,452990,452,4529,45299,45,1021,15,15,16,26,Y,C,1,9397
2016,1,01,031,5,452990,452,4529,45299,45,1021,12,13,12,22,Y,C,1,9398
2016,1,01,031,5,452990,452,4529,45299,45,1021,2,2,2,12,Y,C,1,9399
2016,1,01,031,5,452990,452,4529,45299,45,1021,11,11,12,22,Y,C,1,9400
2016,1,01,031,5,453210,453,4532,45321,45,1021,21,18,15,25,Y,C,1,9401
2016,1,01,031,5,453220,453,4532,45322,45,1021,2,2,2,12,Y,C,1,9402
2016,1,01,031,5,453220,453,4532,45322,45,1021,2,2,2,12,Y,C,1,9403
2016,1,01,031,5,453220,453,4532,45322,45,1021,1,0,0,10,Y,C,1,9404
2016,1,01,031,5,453910,453,4539,45391,45,1021,4,4,4,14,Y,C,1,9405
2016,1,01,031,5,453910,453,4539,45391,45,1021,4,4,4,14,Y,C,1,9406
2016,1,01,031,5,453910,453,4539,45391,45,1021,1,1,1,11,Y,C,1,9407
2016,1,01,031,5,453920,453,4539,45392,45,1021,2,2,5,15,Y,C,1,9408
2016,1,01,031,5,453930,453,4539,45393,45,1021,4,4,4,14,Y,C,1,9409
2016,1,01,031,5,453991,453,4539,45399,45,1021,3,2,3,13,Y,C,1,9410
2016,1,01,031,5,453991,453,4539,45399,45,1021,4,5,4,14,Y,C,1,9411
2016,1,01,031,5,453991,453,4539,45399,45,1021,1,1,1,11,Y,C,1,9412
